doc_id,para_id,author,paragraph
29D,29D_150,A,"Yes, I think it’s just difference of life experiences, and opinions, and views."
29D,29D_151,Q,"Yes, yes. What about approaches to problem solving? It’s a bit of a term called cognitive diversity – different ways of problem solving?"
29D,29D_152,A,"Yes, I think you also find that, because it’s – you do think differently. And I think partly your approach to problem solving, it tends to be – you tend to problem solve in a way that you've found has worked. And once again, yes, having everyone in the room who thinks the same, you come up with one solution, which – and where I think it’s different is if you look historically in business, a lot of problems were technical problems. So if you had a solution they could have been complex, in terms of their solution. But there still was a problem with a solution. If we think about where the world’s going now, and think about an overlay of stuff like AI, anything that requires a technical solution will be automated, right?"
29D,29D_153,A,"And so will likely end up with problems that require more of an adaptive solution, or where there are multiple solutions, or actually where there’s no solution. And you need to iterate to find that. Once again, if you think about that change, boy, having a bunch of people sitting around the board who all think the same, that’s a great way to destroy a business, isn’t it?"
29D,29D_154,Q,"Yes, high-risk."
29D,29D_155,A,"So I think if you think about the change in the nature of business, the case for more diversity is even broader, right?"
29D,29D_156,Q,"And you gave – you opened with that really great example of where lack of diversity actually endangers – can endanger the business. So that was a really good example. Now, the gender diversity has been debated for a while. And you’re a Male Champion of Change. How do you feel about the recent inclusion of this ethnicity, sexual orientations, things like that?"
29D,29D_157,A,"The reason why I think – the reason why we’ve started with gender is you've got to start somewhere, right? But the lessons that we’re learning as a group are equally as applicable. But I guess it was – yes, so I’ve never seen male Champions of Change being anything other than a broader change – in bringing a broader change. And it just happens to be we’re starting with gender. And what I would hope is it broadens, right?"
29D,29D_158,Q,To what?
29D,29D_159,A,"To all the elements of diversity. It’s probably the only area where the US is more ahead of us, Australia, because obviously you’re actually legally forced to report on that broader slate. So I think it’s just we had to start somewhere, and that’s what we’ve started on."
29D,29D_16,Q,"14 years ago, zero women. How many directors?"
29D,29D_160,Q,"Okay, so with, say, sexual orientation and ethnicity, would you see those as perspectives or as different experience?"
29D,29D_161,A,I think it is different experience.
29D,29D_162,Q,"So it’s different experience, not perspective? So we’re not going to – this separation of experience and perspective is not really going to hold for you, is it?"
29D,29D_163,A,No.
29D,29D_164,Q,"Okay, good. We’ll throw that in the bin. Does a particular kind of diversity matter more than others, do you think? And why? Or does it depend on the situation?"
29D,29D_165,A,"No, I actually don’t think – I think it – so, as I’ve described it, [inaudible] 00:45:37 diversity of thought."
29D,29D_166,Q,"Yes, so it’s just – yes. So if it’s diversity of thought then the other things are a means to that end, and -"
29D,29D_167,A,"- Yes, for me it’s not the fact that we’ve got men and women. it’s the fact that that mix and evening up that mix means you have got far better diversity of thought. So Yes, I’m – So it’s almost the shortcut to getting better diversity of thought."
29D,29D_168,Q,"Yes, so now we’re moving towards functioning, which is really important. Because how do you manage the potential for conflict, or dis-function? Because you’ve got so many different points of view, perspectives?"
29D,29D_169,A,"well, it’s to respect those differences. And ultimately that’s what a chair does, right? So a chair says very little in a board meeting, until you’re able to bring that together – until, sorry, if there was an impasse. But there really is an impasse on a board, because if you think about a board, it’s – if you look at what a well-functioning board is, you seek out those differences, right? So you value them more. In fact, if you don’t – if I don’t – as a CEO, if I didn’t hear them, I thought, “Boy, I’ve got the wrong board. How do I engage differently with the board to get those -”"
29D,29D_17,A,"Back then there would have been eight, yes."
29D,29D_170,Q,-@ discussions?
29D,29D_171,A,Yes.
29D,29D_172,Q,Is that what you did when – your first example – when the board was actually not -
29D,29D_173,A,"Yes. I actually sat down with the chair and said, “We need to get a different board here.” So initially – a board – ultimately, a board gets to the point where they do have to support the CEO, right? It’s either support the CEO or fire the CEO. That’s why appointing the CEO is so bloody important, because once you have, you're stuck with him or her. But one of the things we did do, when we did the merger, we actually inherited its directors, because that’s the way you get it done. But separately, I sat down with the chair and said, “I want a different board.”"
29D,29D_174,Q,"Okay, so the chair was fine. It was the other directors – okay."
29D,29D_175,A,"Yes, and that’s the role. As a CEO you should have a conversation with the chair about what mix of experiences you need. And of course the chair will often push back, because sometimes that’s – “I’d prefer not to have this person because they ask hard questions,” but personally, I always wanted the harder question. I’d far rather be embarrassed in front of the board than in front of a stakeholder because you’ve done something stupid."
29D,29D_176,Q,And is that what you’d say to the board?
29D,29D_177,A,"Yes. And that’s the openness. So for me you’ve got differences of opinions, but remember there are differences of perspectives around [it in general] 00:49:11. And in my experience, the differences added to the richness of decision-making. Ultimately, there are very few boards where you hold a vote. If you’ve ever got to a point where in a board, you’re holding a vote, and there’s three to four, and you carry it on four, you’ve well and truly lost the plot, right?"
29D,29D_178,Q,"So it’s really quite resolved, usually?"
29D,29D_179,A,"Or it’s deferred, where you can then end up resolving it. But you’re right, it eventually gets resolved."
29D,29D_18,Q,"Wow, okay. And do you have any idea, that board now, how many -?"
29D,29D_180,Q,"So out of – you talk to the chair – as a CEO you talk to the chair, try to win the chair over, and then -"
29D,29D_181,A,"And if I, as CEO – and as I say, the acquisition was probably at one point – as a CEO, you know, actually, if you’re able to get close – I would quite often – sorry, on – in the few cases where I could see there were differences of opinions, I would absolutely – I would actually take the agenda item off. I’d say, “No, I actually don’t want a decision today.” Because bringing a board with you is just as important. So if I got to – because what I really valued was actually, “Am I missing something here?” For the three people who don’t see it my way, that’s a gift once again."
29D,29D_182,Q,So then what would you do with that gift?
29D,29D_183,A,"Defer the decision, and then I’d actually engage with those three. Why is it I don’t see it like you do? What am I missing? Let me try and convince you, and if you're still not convinced, I’m going to go away and rethink."
29D,29D_184,Q,Excellent. Okay.
29D,29D_185,A,Because that’s what a board brings.
29D,29D_186,Q,Yes. I’ve never heard it described that way. This is so good. Thank you. Yes.
29D,29D_187,A,And you're crazy if you don’t use it.
29D,29D_188,Q,"Yes, but you see you’re unique – have I interviewed – I think I’ve interviewed one person who’s a CEO and a director. It’s that interaction that you’re really clarifying. I talked about that quite a bit. You’ve talked on a unique way of resolving it. Managing diversity. When identifying potential new members, does your board consider ways to increase diversity? And if so, how do they do that?"
29D,29D_189,A,"Yes, so most boards have got to the point where they’ve said – sorry, boards – there’d be very few boards who’d say, “It’s a good thing if we have all men,” yes? So I think boards have got over that. And of course you've got this nice 30%, at least, that has pushed that. That’s what’s been useful, actually."
29D,29D_19,A,"Well, now, if you look at Incitec Pivot, the CEO’s a woman, so she’s obviously managing director, and there are two other women on the board. That would be three out of seven."
29D,29D_190,Q,As the targets.
29D,29D_191,A,"Yes, and if you show up without 30%  -"
29D,29D_192,Q,-@ it’s embarrassing.
29D,29D_193,A,"It is. Quite rightly. But it’s embarrassing the – so obviously boards do a skills matrix, but actually now the good boards also think about an experience matrix. And if you overlay the belief that actually gender is a useful input into all of that, that’s how you get some diversity now. So boards will seek out – will actually pretty much understand, in terms of the brief, what it is, in terms of diversity of thought they want for the next person. And that will inform who you go and target. The good boards do that."
29D,29D_194,Q,How do you find someone who has this diversity of thought that you're looking for?
29D,29D_195,A,"Well, you’ll do that in the spec. And so your headhunters will go out and find that. Now, I’ve got to say, actually, as a board, on both sides of the fence, gee, boards have had to do a lot of training with the headhunters. Because the headhunters actually have been quite slow to make this change, probably because they’re bloody lazy, right? If you’ve got a bunch of people on your books it’s pretty easy just to serve them up. If you’ve got boards now saying, “No, I want you to go and find other headhunters that need to get off their bum and -”"
29D,29D_196,Q,"- Yes, look outside your current basket."
29D,29D_197,A,"Yes. And that’s where actually the gender thing has been quite useful. Because they haven’t got women. So it’s forced when they go out and have a look. So once again, I see it as – I see it really as an enabler, which once again is why I like the 30%. Because it forces the board to think differently. It forces the headhunters to think differently. And you end up with a different pool of people."
29D,29D_198,Q,"I had an interviewee who said they would not go to a board, work on a board, sit on a board, if it didn’t have at least 30% of women."
29D,29D_199,A,"Yes, well, that’s my criteria now. So I’m a Male Champion of Change. How can I possibly sit on a board – so I’ve said no to a bunch of offers, because I’m not going to join a – how can I possibly join a board – number one, it’s not because I’m a Male Champion of Change."
29D,29D_2,Q,"Sorry, who?"
29D,29D_20,Q,"Yes, that’s good. That’s certainly the – over the 30% target, if – I’m not a great numbers person. That’s more your forte. So that’s good. And then – so that was your first board. And then the next board?"
29D,29D_200,Q,This person wasn’t a Male Champion of Change.
29D,29D_201,A,"It’s because I’m not going to join a board that’s going to blow up my reputation. And if I don’t see a leading indicator, what does that tell me about the board? It’s going to be a whole bunch -"
29D,29D_202,Q,"- That’s what this person said, yes."
29D,29D_203,A,"Yes, it’s a leading indicator for me, the fact that you're going to join a board that doesn’t think differently, that -"
29D,29D_204,Q,-@ is conservative? is – they think all the same.
29D,29D_205,A,"Yes. Gee, that’s a good way to sued, isn’t it? Because you will get sued. Because you will run the company into a cliff."
29D,29D_206,Q,"Beautiful. So you see it as a signal of a quality board versus a non-quality board – speaking as a director looking for positions on a board. So the poor board that does not currently have diversity, how they attract -"
29D,29D_207,A,"- Well, they don’t."
29D,29D_208,Q,Interesting. Survival of the fittest then. They’ll die.
29D,29D_209,A,They will. Because there will be a higher performing company.
29D,29D_21,A,"Yes, so the next board is X, which I sit on now. So that’s a – so Incitec is an $8 billion company by [enterprise V/v] 00:03:05. X is $20 billion. And so it’s two out of six."
29D,29D_210,Q,"So do you feel – this question is interesting – that tensions can arise in the board selection process? For example between on the one hand choosing someone for that collegiate fit – the fitting in with your culture, of [learning whatever] 00:56:50 and avoiding groupthink on boards?"
29D,29D_211,A,"Yes. Once again, going back to that [Helen] 00:56:59, I can remember at PWC, she heads up people and culture. And they had a theme one year of recruiting the oddball. The group really has to value it, otherwise – it’s really interesting, because this is exactly it. As I say, I do a lot of work in the gender space, and if you look at the solutions in the gender space, the one – the majority – sorry, a lot of the stuff that hasn’t worked, it’s all technical solutions, right? So, “I’ll put policy in for this.” “I’ll allow men to take parental leave six months when they have a new baby.” I’ll put that in. No one’s taken it up. Well, actually, the technical is necessary, but it’s not sufficient. The adaptive challenge is to rewire the business so it’s okay for you to go and do that. Yes?"
29D,29D_212,Q,Yes.
29D,29D_213,A,"So you have to value it. And if you value it, of course you’ll look for the odd ball. And in fact you will revel in the fact that they’re going to say stuff that you never would, right? And so – and also, you want a bit of tension around the board. If you don’t have tension, what have you got? So the idea that you just have nice conversations is not a great outcome, is it? You always want to have respectful conversations, but the idea that – well, then you become a rubber stamp, right?"
29D,29D_214,Q,"Yes. I think – you mentioned the values fit. And respect is part of that. So respect is an essential ingredient, and probably trust. Probably trust is important on a board too, yes?"
29D,29D_215,A,Absolutely.
29D,29D_216,Q,"So these are values. And then you’re sort of alluding to a commitment to adaptive change; to the importance of culture; viewing the organisation as open and interacting with broader communities, et cetera. So these images and values are important, or understanding some values are important. So you want that, not cultural fit, not collegiate fit. But you want that, and then -"
29D,29D_217,A,"Yes, but by the way, being honest and respectful – it’s pretty low-bar, right?"
29D,29D_218,Q,"I don’t know, in the corporate sector, sorry! We’ve had the Haynes report. It doesn’t seem <laughs> - I might be speaking out of -"
29D,29D_219,A,"As a CEO, I – the work I’m doing at La Trobe is on cultural equalities. So La Trobe had a strategy – they had some cultural equalities, but the cultural equalities sat really on the wall. And I’ve been working on bringing those cultural equalities to life. Good values though [inaudible] 01:00:41 honest, integrity – shit, if you have to write that as one of your values, what are you doing? God, if you're none of those things, you're not even going to get in the door, are you? Whereas the values are around how you show up. So of course you're going to have a mindset of integrity, honesty – of course. But they need to describe your orientation every day. So back at Incitec, [inaudible] 01:01:17 for everyone, every day. Well, bloody hell, we’re an explosives – we blew things up."
29D,29D_22,Q,Two out of six that are female?
29D,29D_220,A,"So safety’s going to be pretty important. Treat the business as your own. Challenge and improve the status quo. They’re the things, right? So you want people to sign onto those as way of thinking and orientation. But within that you want that to play out differently, right? Because it has to play out differently. So what does “treat the business as your own” mean? Well, it means a whole heap of different things, depending on the context. So in one context, it may mean don’t spend a buck. In another context it might be overspend, because this is a huge competitive advantage."
29D,29D_221,Q,It’ll sell out! <laughs>
29D,29D_222,A,"Yes, so there is – these are tools that you bring to orientate yourself, but the way you play them out needs to be different."
29D,29D_223,Q,"So for the board, what would these tools be?"
29D,29D_224,A,"Well, it’s obviously some of the basics, right? So you don’t get onto a board unless you’re honest. You don’t get onto a board unless you’ve got integrity. You don’t get onto a board unless you respect the confidences within the board. Yes? That’s what gets you on. But actually, the reason why you’ll choose a business I think is because of the business’s values. So that’s kind of what you sign onto."
29D,29D_225,Q,"Okay, so aligning it with a business’s values."
29D,29D_226,A,"Yes, because if you disagree with – what are you doing? So if I look at X they’ve got – if you read X’s value set, in terms of the way they want to run the business, which is honest conversations with customers, that’s – I look at the business, but then I look at its values. So in terms of whether I want to – I start with business, its values, and then I look at whether the board’s any good, right? And you’ve got to sign onto those. And a board needs to take up its role, consistent with those. Because if it’s not, that’s the problem, right? Because ultimately they describe the culture. So if you think about what Haynes found, actually there was – and by the way, you’ve got to go out and seek that – but in banking, which it never addressed, by the way – there is an underlying culture that the bank can win, even if the customer loses. That’s what caused charging dead people, right? Haynes hasn’t addressed that."
29D,29D_227,A,"But that’s what you're signing onto, and that’s what a board truly is trying to seek out when they’re talking about culture. And the question is – because if you look at the banks, they’ve got wonderfully written values -"
29D,29D_228,Q,-@ I know!This is the trouble. yes.
29D,29D_229,A,"Well, they’re on the wall, not lived."
29D,29D_23,A,Yes.
29D,29D_230,Q,I know. They’re like your policy.
29D,29D_231,A,"And so you need to sign onto those. The board needs to reflect that. That’s what setting tone is. The board has to set tone through the language in the business, which should be the values. And then go and bloody test whether that’s actually what happens in the – out there in the business. That’s what a board needs to do. If a board’s not doing that – but you don’t come and try to rewrite the values of the organisation. Most organisations’ values have been driven from the bottom-up. It’s what people truly do. Boy, it’s dangerous if you try to do that."
29D,29D_232,Q,"Yes, so – but the values – all right, that’s great. That’s great. That’s really good. Yes, no, it’s really good. It’s really good. Do the boards that you’re familiar with have any barriers to managing or building diversity? Are there any barriers to that?"
29D,29D_233,A,"<knock on the door> I think – yes, I’ve got to go."
29D,29D_234,Female,You’ve got an appointment with [Jane and Mallia] 01:05:46.
29D,29D_235,A,"Great. I think it’s always – it’s just embracing this thought, right? The biggest barrier in a lot of boards that I look at is if you’re not careful, boards are about ten years behind. Because a lot of them – sorry, traditional boards – and you can almost pick them out, actually – you can see actually the mindset of the board relates to a period – because a lot of – it’s a lot of ex-executives who end up on boards, right? And particularly these professional directors, you can end up with some mindsets related to -"
29D,29D_236,Q,-@ some baggage.
29D,29D_237,A,"Yes, so it’s that - so I’m not a professional director. I’m choosing to sit on two boards. That’s it. And what I don’t like is when you end up with people who are professional directors. I don’t think they make good directors. Because once again, [what’s the ecosystem] 01:06:55? I hang out at a university and pretend I'm an academic. That’s a different perspective."
29D,29D_238,Q,"Yes, exactly. The last question is just, ten years into the future, how would you like to see diversity of Australian boards?"
29D,29D_239,A,"Far more than just gender, right? So it needs to match the societies and the customer bases in which they operate. So, boy, on Australian boards, what’s the huge gap? How many people from an Asian background are on Australian boards? It’s pretty bloody obviously, isn’t it? So I hope we’ve stopped talking about gender. Boy, we’ve achieved nothing if we haven’t. And I hope they look at lot – and also, I would hope that we’ve broken open this idea that you’ve got to have this background, right? And now I interact with academics, why wouldn’t you bring a couple of academics on board?"
29D,29D_24,Q,Yes. That’s good. And you’ve been on that board since -?
29D,29D_240,Q,I’ll turn this off. Thank you so -
29D,29D_241,A,I’d love to -
29D,29D_25,A,March.
29D,29D_26,Q,"Oh, so that’s recent."
29D,29D_27,A,"Sorry, February."
29D,29D_28,Q,So six months. So the first one you were on for how many years?
29D,29D_29,A,Ten years.
29D,29D_3,A,The company I sit on the board of.
29D,29D_30,Q,That’s a long tenure.
29D,29D_31,A,"No, no, no, 12 – 13 years."
29D,29D_32,Q,Was that typical? Such a long tenure?
29D,29D_33,A,"Well, I was management, so it’s not – so on that board I was finance director initially, and then CEO. So obviously managing director. Obviously the X Group, I’m a non-executive director."
29D,29D_34,Q,"Yes, and this is – you were a director. Okay. Beautiful. Okay. So first, you’ve already mentioned that the composition of boards that you’re familiar with have changed quite remarkably -"
29D,29D_35,A,"- for the better, I would tell you."
29D,29D_36,Q,"- and – for the better? So if you could rate – let’s Say I give you a scale of one to ten – one it’s not important at all, and ten it’s extremely important, where would you rate diversity?"
29D,29D_37,A,Ten.
29D,29D_38,Q,And do you feel that it’s always been important?
29D,29D_39,A,"It should have always been important, because the great gift the board gives an enterprise is difference of view. So I’ve always – certainly running the company, as CEO, I always said, “Look, I’ve got 5,000 people who know a lot about the company.” And you tend to get – no matter how mindful you are of wanting to operate at the strategic level, gee, if something happens in the business, you need to go and address it as CEO. So by definition you’ve got a whole organisation that thinks – tends to think in the same way, although we’re trying to change that. And you're embedded in that. And then you've got this gift of a bunch of people you can work with, in terms of a board, whose role is to think differently. And I always used to think about a board meeting on – I always used to score the board meetings on whether they were good or bad."
29D,29D_4,Q,"How about – X, did you say?"
29D,29D_40,A,"And my reference was, “How many questions were asked that I’ve never asked as a CEO?” And boards have a wonderful ability to step out of the business, and because boards tend to be more broadly networked – because in a business you tend to network within your industry and customer group – boards are the opposite. It’s far broader. Boards have a wonderful ability to triangulate. So they typically can speak to a wider group and figure out, “Is the conversation in the company, does it feel right?” And bring a difference of view. And I think key to bringing a difference of view is diversity – by definition they’re linked, aren’t they?"
29D,29D_41,Q,"Yes, this is – we will explore this. Do you want to do that now? Talk about your understanding? Or -"
29D,29D_42,A,"Yes, so for me, that’s why I think it’s vital. Because, boy, it’s easy to run an enterprise into a cliff. And you want difference of view – number one, to stop believing your bullshit, but secondly because you’re just not going to see stuff that others can. And the hindsight is – the thing about hindsight, it’s obvious when you have fundamental errors in an enterprise, hindsight tells you, “You should have seen them.” I think diversity allows you to see them."
29D,29D_43,Q,"Okay, so can we talk about – when you were a CEO, 14 years ago, was there any -"
29D,29D_44,A,- Three years ago I was CEO. I was on the board for 14 years.
29D,29D_45,Q,Sorry.
29D,29D_46,A,"Yes, three years ago. Anyway, yes."
29D,29D_47,Q,Were you a finance director and then CEO?
29D,29D_48,A,"Yes, so I started – so Incitec Pivot – sorry, it’s a fertiliser and explosives company. So I joined it as CFO, and then was promoted from CFO to CEO, and I was CEO for nine years."
29D,29D_49,Q,"For nine years. So that was nine plus two – 11 years ago, was it?"
29D,29D_5,A,It’s X Group. I’m a director of X Group.
29D,29D_50,A,Yes.
29D,29D_51,Q,So 11 years ago. And then you were sitting on board meetings as CEO?
29D,29D_52,A,"Yes, CEO and managing director. So obviously the director who managed the business."
29D,29D_53,Q,"That’s right, and so you were on the board then. So 11 years ago, during that period, did you find a decision – can you remember a decision or a situation – and we will de-identify – that illustrates this point where the board perhaps either did or didn’t think of something that was not in the operational [mind] 00:09:08, and it turned the business around or whatever?"
29D,29D_54,A,"Well, actually, as it turned out, management did that, and we had a huge pushback from the board. So the business was a fertiliser business. And if you looked at the make-up of a lot of the board they were farmers, fertiliser people. And the story of Incitec was quite an interesting one, because we put the business together initially through the merger of two businesses – one which was called Incitec, one which was called Pivot. So it wasn’t – and actually both of those entities now are 100 years old this year – the antecedent entities. And so the mindset of the board, because it wasn’t diverse, was, “We’re a fertiliser business.” Now, interestingly, we had a [inaudible] 00:10:04 moment when we bought a business from BHP called Southern Cross Fertilisers. Bought it for $100 million. Paid for it in two months. Bought it just as there was a huge boom in fertiliser prices. They went from $200 a tonne to $1,000."
29D,29D_55,A,"And so there was a period of time where our share price would go up by a $1 or $2 a day. We went from a billion to about $11 billion. We were the highest performing stock on the ASX. And there was a huge view that actually this reflected stronger for longer in terms of fertiliser prices. And at the time the world was three months away from running out of food. All to do with the industrialisation, urbanisation of China, changing diets, blah-de-blah-de-blah. And at that point in time, we had a look at the fertiliser business and said, “We don’t believe any of this. In fact, we actually think it’s not the new [norm or] 00:11:22 it will come back.” And also, when we look at our business, we actually don’t like fertiliser industry, because of its volatility, and actually you want it to go global, which we wanted to do – rather than being $10 billion you had to be $80 billion. So we could never get the scale to go global, and even if you went global, we didn’t think the returns were that great."
29D,29D_56,A,"So strategically we made the decision to use that $10 billion share price to diversify the business, and that’s when we bought the explosives business. And the link is modern explosives are fertilisers, right? But, boy, to get the board out of the mindset that we’re an agricultural, fertiliser business, and, “Hey, this is going incredibly well. Look at the share price,” blah-de-blah-de-blah, was an incredibly difficult thing to do. Now, as it turns out, the business we bought was Dyno Nobel, which Alfred Nobel, who invented explosives, it took the business global. And we used that really expensive share-price to buy it. So it was a script based transaction. And if you look today – so at the time, 75% of the earnings were fertiliser. 25% were explosives. And that was the ownership structure. So the Dyno shareholders, who we bought, got 25% of the business. Our shareholders, who were Incitec, got 75%."
29D,29D_57,A,"Look at the earnings today, they’re about 80% explosives, 20% ferts. So that’s a massive amount of shareholder value that was created.  But, boy, we were on the cusp of really struggling to get the board across the line, because they just could not see. Now, if you fast-forward today and look at that board, that would be an incredibly easy -"
29D,29D_58,Q,-@ decision?
29D,29D_59,A,"Yes, because you’ve got far more diversity sitting around the board, of thought and experience."
29D,29D_6,Q,"Yes, what I’ll say for myself is I’ll search for that and replace it with “X”, just in case – you don’t have to – just say “the organisation” -"
29D,29D_60,Q,"So back to that time when there was a barrier, that was when they were mainly farmers -"
29D,29D_61,A,"- Farmers, agricultural."
29D,29D_62,Q,"Their stakeholders were all to do with that farming network, and -"
29D,29D_63,A,"- Yes, they were all men. Farmers tend to be old, So the board was full of a bunch of old men."
29D,29D_64,Q,"Yes, okay, so your classic non-diverse board."
29D,29D_65,A,Yes.
29D,29D_66,Q,"So somehow you persuaded the board to come along with you. When you bought into that bigger company, the ammunitions company, did that automatically put people on the board?"
29D,29D_67,A,"Well, yes, fortunately at the same time we were able to change the diversity – the mix that a board – in terms of skills – and that was when Rebecca McGrath – you may have come across – Rebecca sits on a whole heap of boards – came on board, and that’s where we started to change the mix."
29D,29D_68,Q,So how did you bring her on?
29D,29D_69,A,It just happened to be her experience was oil and gas. And it caused a lot of business globally – fertilisers’ gases are feedstock. So the gift – Rebecca was a huge gift. But she was brought on because of that experience. The other director who sits on the board is Kathryn Fagg now.
29D,29D_7,A,"It’s just that – as you know, as a non-executive director you’ve got no authority to talk on behalf of the company."
29D,29D_70,Q,I haven’t interviewed either of these.
29D,29D_71,A,"Two outstanding women. Absolutely outstanding. And if you look at Rebecca and Kathryn they’re regularly written up as the women in influence around boards. But that was a catalyst to say actually we needed a different looking board. And I guess at the time – so this was 2008. In some respects we haven’t come very far, because we’ve still got less than 30%. But if you look back, we’ve come an enormous – as a community."
29D,29D_72,Q,And they’re not all farmers now?
29D,29D_73,A,No.
29D,29D_74,Q,"Yes, are there any farmers?"
29D,29D_75,A,None.
29D,29D_76,Q,Because you're – what did you say -?
29D,29D_77,A,20%.
29D,29D_78,Q,"- 20% now is fertiliser. And that tends to be Australian focused, not global?"
29D,29D_79,A,"Yes, whereas the business is global as it operates in 13 countries now. So it was your classic taking your Australian business global. So yes, and now if you look around our board, the chair has actually just stepped down. Paul Brasher’s an accounting person, so from Price Waterhouse Coopers. He’s global chairman of that company. There are a couple of engineers on it, because it’s an engineering company – Rebecca, Kathryn – so it’s far more diverse. And of course the CEO now is Jeanne Johns. She’s obviously a female. But I’m a Male Champion of Change."
29D,29D_8,Q,"Oh yes, and we don’t want you to. You're not talking on behalf of the company, you're – so thank you, [29D] 00:00:40, for agreeing to participate in the research. As you’re aware, we’re looking at board diversity. We’re looking at it from the perspective of Australian directors and organisations that influence them. So particularly interested in hearing your perspective on the for-profit sector directors – that experience. We will de-identify the transcript, so that’s good. So can I ask how many years have you been a director of any board, for that matter?"
29D,29D_80,Q,"Oh good, I have interviewed -"
29D,29D_81,A,- So I have -
29D,29D_82,Q,"- Yes, good?"
29D,29D_83,A,"I actually convened the 2015 group. And so I was really chuffed when I was – when Jeanne succeeded me, because that’s what we were trying to do. But, boy, if you look back at the board, having a female CEO that was outside the industry, boy, that would have never happened."
29D,29D_84,Q,"No. Farmers – I get farmer mindset, so yes, that would have been just -"
29D,29D_85,A,"- Yes, and as it turns out, the fertiliser bit went from a billion to $10 billion and it’s probably worth a billion. So if you think about it, that’s a huge amount of value that was created through that transaction."
29D,29D_86,Q,"Absolutely. Look, I’m just going to follow this story because it cuts across a lot of the questions, and it will be richer if we follow the story. Was there any – you’ve got two very different businesses almost, put together. One’s focused on Australia. It’s farming focused. It’s different stakeholders. You’ve got 80% of the business is globally facing. It’s globally – it’s ammunitions. It’s got different stakeholders. It’s got engineering base. But they both -"
29D,29D_87,A,"Yes, it’s industrial explosives, by the way. So it’s shooting coal, iron ore -"
29D,29D_88,Q,"Oh, okay, so it’s not shooting guns. Right."
29D,29D_89,A,"- pipelines, quarries. but you’re right, they’re very different businesses."
29D,29D_9,A,"Yes, so 2005 was the first time I joined a ASX board."
29D,29D_90,Q,"Yes, very different businesses. So you now don’t have anyone on the board representing, let’s say, the interests of the 20% of local farmers. Is this a problem? Is there tension between the two -?"
29D,29D_91,A,"Well, not really, because of course you’ve got a business still, that’s a fertiliser business. So the customer focus is still there. Boards – I’m actually a huge advocate for – not filling boards up with people who know deeply about the business. And that’s just – as I said, there’s 5,000 people in Incitec who know deeply about mining and deeply about fertiliser. Why you’d need to repeat that on the board, I’ve got no idea. And boards spend enough time understanding the business. So it’s not as if you haven’t got anyone on the board who hasn’t got a view of agriculture. Of course they do. Boards interact with customers. Boards don’t just sit there and take what management tells them, passively. Boards spend time with the customer base and seek out that knowledge. And the great confidences – what you're looking for is people around the board who have some customer-centricity."
29D,29D_92,A,"That’s what brings the voice of the customer in. it’s that mindset, rather than, “I used to run a farm 30 years ago.” So it’s almost dangerous actually, because if you end up with directors, by definition a director’s day job is directing. It isn’t farming anymore. So you can end up with quite a dangerous view of a customer base that isn’t, if you're not careful. Whereas an orientation around customer-centricity, which would be, “I’ll seek out and understand what the customer’s requirements are,” is far more valuable, because you get that independent – so I never saw it as an impediment. At the same time we didn’t fill the boar dup with mining people, right?"
29D,29D_93,Q,"Yes, okay. This seems to differ from the not-for-profit service sector. You haven’t had board experience in that area, I gather, but you probably are a bit aware of it, are you? Or -? Because they tend to think differently."
29D,29D_94,A,"Yes, but they’re much more hands-on, right?"
29D,29D_95,Q,"Yes, and their customers are much closer to their – yes. Okay, so this is a really nice contrast. That’s good. So we’ll – that’s good. Diversity is important, even at this level, to recognise -"
29D,29D_96,A,"So you might have one person from – if you have a board of eight, you might – if you look at the X board, you’ve got – our chair, Michael Fraser, well, Michael ran AGL, so he’s got great knowledge of the industry. Sorry, X owns $20 billion of gas pipelines. So we connect, obviously, gas producers with consumers, whether they be our consumers – if you had a shower this morning – are you Victorian?"
29D,29D_97,Q,Yes.
29D,29D_98,A,Have you got a gas hot water service?
29D,29D_99,Q,Yes.
2IN,2IN_1,Q1,Can you see us {participant]?
2IN,2IN_10,A,That's fine.
2IN,2IN_100,Q1,"Yep, that's brilliant. Okay, so, what do you understand, you mentioned it earlier, by cognitive diversity?"
2IN,2IN_101,A,"So, really, it's sort of diversity - I guess it in part it relates to diverse styles of thinking. I found that on a charitable board that I worked as company secretary for, it was very interesting, we had Directors from what you would call traditional board backgrounds, so, finance, accounting, law, and it was a health charity, so we also had people with expertise in the relative area, but we recruited some younger people, and particularly with charities a lot of fundraising is now going online - in fact, I've seen this in two charities, so, digital expertise is particularly valued by this sector because increasingly services and fundraising is going online."
2IN,2IN_102,A,"Typically that's a younger group of people who have that expertise, so it was kind of interesting to see how that worked in the context of just how it changed the dynamic, because you'll have a different way of - coming from that sort of background you will have a very different set of considerations from someone who has, say for example, spent their professional career as an accountant or a lawyer or a finance person."
2IN,2IN_103,Q1,"So, can you describe a situation, like, give us a feel for how that was, like, I can see it's very different, especially if it was a fairly established board and then they brought this new, young person -?"
2IN,2IN_104,A,"Well, for example, they just ask - they ask different questions, they think about different things, they take different things into consideration. They've got a different knowledge base, and apart from anything else, we moved from doing a dozen hard copies of board papers to most people doing it on their laptop or iPad. So, I felt the immediate benefit of not having to prepare 14 sets of hard copy board papers."
2IN,2IN_105,Q1,Yeah. Was it -
2IN,2IN_106,A,As did the planet.
