,doc_id,para_id,author,paragraph,emotion_profile,emotion_keywords
4137,26D,26D_178,A,Oh yes.  But everybody on the board did.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.019, 'anticipation': 0.041, 'joy': 0.143, 'trust': 0.8400000000000001}","['yes.', 'did.', 'Oh', 'everybody', 'But']"
4138,26D,26D_179,Q,Were you the prompt for it?  Would it have happened otherwise?,"{'sadness': 0, 'anger': 0, 'disgust': 0.009, 'joy': 0.05, 'trust': 0.063, 'fear': 0.079, 'surprise': 0.391, 'anticipation': 0.449}","['otherwise?', 'it?', 'Would', 'Were', 'have']"
4139,26D,26D_18,Q,And different backgrounds even though it’s for a particular professional group.,"{'anger': 0, 'sadness': 0.016, 'anticipation': 0.03, 'fear': 0.033, 'surprise': 0.06, 'disgust': 0.184, 'joy': 0.29900000000000004, 'trust': 0.41900000000000004}","['different', 'though', 'even', 'it’s', 'particular']"
4140,26D,26D_180,A,"No, I don’t think I was the prompt for it, but I was one of the prompts.","{'anger': 0.038, 'sadness': 0.042, 'fear': 0.049, 'anticipation': 0.053000000000000005, 'trust': 0.071, 'joy': 0.085, 'surprise': 0.202, 'disgust': 0.5}","['No,', 'but', 'don’t', 'prompts.', 'I']"
4141,26D,26D_181,Q,"Targets and talk about it in the meeting, all that, was that a prompt?","{'anger': 0, 'sadness': 0.002, 'fear': 0.104, 'disgust': 0.106, 'joy': 0.153, 'trust': 0.16699999999999998, 'surprise': 0.174, 'anticipation': 0.33499999999999996}","['prompt?', 'was', 'about', 'and', 'meeting,']"
4142,26D,26D_182,A,Perhaps subconsciously but not directly.,"{'sadness': 0, 'anger': 0, 'trust': 0.047, 'joy': 0.082, 'fear': 0.104, 'disgust': 0.189, 'surprise': 0.299, 'anticipation': 0.321}","['subconsciously', 'Perhaps', 'directly.', 'not', 'but']"
4143,26D,26D_183,Q,AICD? [inaudible] 00:50:27,"{'sadness': 0.016, 'joy': 0.022, 'anger': 0.024, 'trust': 0.075, 'fear': 0.113, 'disgust': 0.16299999999999998, 'anticipation': 0.21000000000000002, 'surprise': 0.418}","['AICD?', '[inaudible]', '00:50:27']"
4144,26D,26D_184,A,"Again, subconsciously, I don’t think it’s certainly that – we haven’t said, “Well, this is what they say, so we must follow it” but all of those things are taken – they just -","{'anger': 0, 'fear': 0.024, 'sadness': 0.029, 'joy': 0.154, 'trust': 0.163, 'surprise': 0.182, 'disgust': 0.242, 'anticipation': 0.247}","['subconsciously,', 'but', 'just', 'must', 'it’s']"
4145,26D,26D_185,Q,Awareness.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0.003, 'disgust': 0.004, 'anticipation': 0.241, 'joy': 0.39, 'trust': 0.404}",['Awareness.']
4146,26D,26D_186,A,"Yeah.  It’s just general awareness and a desire to – and a unified belief that a diverse board is a better board.  So on both of those boards there was a unified belief.  So it wasn’t one person driving this agenda, it was quite – it was a consensus board that this was where we needed to be.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.002, 'disgust': 0.03, 'joy': 0.124, 'trust': 0.884}","['belief.', 'Yeah.', 'better', 'consensus', 'belief']"
4147,26D,26D_187,Q,"Excellent.  And I guess we – the leadership programs then – I know that you said they’re in the banks but I gather they’re part of the broader – the pipeline for your boards, is it?  Is there a connection that way?","{'sadness': 0, 'fear': 0, 'anger': 0.02, 'anticipation': 0.023, 'disgust': 0.024, 'surprise': 0.033, 'joy': 0.273, 'trust': 0.668}","['way?', 'it?', 'they’re', 'they’re', 'Excellent.']"
4148,26D,26D_188,A,"Yes.  Yeah, there is but mainly I think that example was about what other organisations are doing.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.005, 'disgust': 0.027, 'joy': 0.102, 'trust': 0.908}","['Yeah,', 'Yes.', 'I', 'doing.', 'but']"
4149,26D,26D_189,Q,What does your organisation do to cultivate candidates from different backgrounds?,"{'sadness': 0, 'anger': 0.007, 'disgust': 0.05, 'fear': 0.054, 'joy': 0.114, 'trust': 0.177, 'surprise': 0.276, 'anticipation': 0.362}","['backgrounds?', 'What', 'does', 'do', 'different']"
4150,26D,26D_19,A,Yes.  Yes.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.016, 'anticipation': 0.019, 'joy': 0.11399999999999999, 'trust': 0.8920000000000001}","['Yes.', 'Yes.', '']"
4151,26D,26D_190,A,"Well what it does is sets the criteria, so when board – when they’re looking for board members there will be the criteria settled by the Nominations Committee and that comes down to that skills matrix so that they are very – they would say they’d look at all the exiting board members and say this is their attributes and their skills and this is what we need for the board, where have we got gaps and that’s what we’re looking for.  So again it comes back to making sure that that skills matrix is really quite broad.","{'sadness': 0, 'anger': 0, 'surprise': 0, 'disgust': 0, 'fear': 0.013, 'joy': 0.262, 'anticipation': 0.364, 'trust': 0.402}","['that’s', 'So', 'so', 'so', 'they’re']"
4152,26D,26D_191,Q,It is key isn’t it?  I’m seeing this as more – I first heard of skills matrix and I thought oh yeah it’s a tool but I’m now starting to see it as more as a deeper phenomena because it’s – it’s changing the rules of the game.,"{'sadness': 0, 'anger': 0, 'surprise': 0, 'disgust': 0.003, 'fear': 0.007, 'joy': 0.188, 'anticipation': 0.2, 'trust': 0.643}","['yeah', 'I’m', 'I’m', 'it’s', 'it’s']"
4153,26D,26D_192,A,"Yeah.  Well they’re positive attributes where years and years ago anecdotally you would say well if somebody went to the right club and the right school that was all they needed to be able to perform the role, to get on the board and of some of our major companies.  Where nowadays one would hope that it’s a little bit more sophisticated, that that – yeah they might have gone to the right school, they might go to the right clubs but fundamentally they have to have the skills to be a director.  Because if they don’t and something goes wrong then they will be prosecuted, there’s significant responsibilities that goes with the title of director and if they’re breached they have significant and real consequences.  So people, I think, have to be more aware that it isn’t just a mate’s club anymore.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.006, 'anticipation': 0.135, 'joy': 0.19099999999999998, 'trust': 0.71}","['right', 'right', 'right', 'right', 'able']"
4154,26D,26D_193,Q,"Do you think that call for accountability when did it become quite tight: the regulation, the liability for -?","{'anger': 0, 'sadness': 0.062, 'joy': 0.069, 'fear': 0.084, 'trust': 0.136, 'disgust': 0.147, 'anticipation': 0.165, 'surprise': 0.379}","['did', 'when', '-?', 'Do', 'think']"
4155,26D,26D_194,A,It’s – as lots of things it’s just been progressive but the requirements have always been in the law but it’s certainly -,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.002, 'disgust': 0.028, 'joy': 0.122, 'trust': 0.889}","['certainly', 'it’s', 'it’s', 'It’s', 'always']"
4156,26D,26D_195,Q,Tightened.,"{'anticipation': 0.007, 'sadness': 0.058, 'surprise': 0.11, 'anger': 0.135, 'fear': 0.137, 'disgust': 0.14200000000000002, 'trust': 0.221, 'joy': 0.23}",['Tightened.']
4157,26D,26D_196,A,"- the expectations of directors duties have been more focussed, I think, certainly since the GFC but even after the last big recession that Australia had in the 1990s that was when people said well if you’re going to be a director you have to make sure you equip yourself right because if you don’t you’re going to be held accountable.  Particularly where there is any large corporate failures, it’s always “what were the directors doing”.","{'sadness': 0, 'anger': 0, 'surprise': 0, 'disgust': 0, 'fear': 0.018, 'anticipation': 0.176, 'joy': 0.29200000000000004, 'trust': 0.556}","['yourself', 'well', 'accountable.', 'said', 'focussed,']"
4158,26D,26D_197,Q,"Yeah, we had OneTel back then, didn’t we?","{'sadness': 0, 'anger': 0, 'disgust': 0.026, 'fear': 0.039, 'surprise': 0.2, 'trust': 0.21100000000000002, 'joy': 0.228, 'anticipation': 0.33799999999999997}","['we?', 'had', 'then,', 'Yeah,', 'we']"
4159,26D,26D_198,A,"Yeah, OneTel.","{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.022, 'joy': 0.186, 'trust': 0.833}","['Yeah,', 'OneTel.']"
4160,26D,26D_199,Q,"And then HIH later, major.","{'fear': 0.011, 'anger': 0.02, 'sadness': 0.021, 'surprise': 0.024, 'disgust': 0.066, 'trust': 0.168, 'joy': 0.223, 'anticipation': 0.508}","['later,', 'then', 'HIH', 'major.', 'And']"
4161,26D,26D_2,Q,"No, that’s alright.  It’s been going around.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.023, 'joy': 0.088, 'trust': 0.93}","['alright.', 'No,', 'that’s', 'It’s', 'going']"
4162,26D,26D_20,Q,Can you tell me why is diversity important in that context?  It’s a bit different.,"{'anger': 0, 'sadness': 0.011, 'fear': 0.065, 'joy': 0.073, 'disgust': 0.131, 'trust': 0.14, 'anticipation': 0.17300000000000001, 'surprise': 0.447}","['why', 'context?', 'different.', 'Can', 'is']"
4163,26D,26D_200,A,"Yeah, and people look at those and say, “Well what were the directors doing?  What were their skills?  Were they looking at the financial statements?   Did they understand the financial statements?”.  Well if you haven’t got any skills in that area it’s hard to demonstrate that you could actually read a set of financial statements and understand what they were meaning, let alone as the questions.","{'sadness': 0, 'anger': 0.016, 'fear': 0.07, 'disgust': 0.088, 'joy': 0.191, 'trust': 0.208, 'anticipation': 0.223, 'surprise': 0.245}","['statements?”.', 'doing?', 'statements?', 'skills?', 'what']"
4164,26D,26D_201,Q,The relevant questions.,"{'anger': 0.002, 'sadness': 0.023, 'disgust': 0.036000000000000004, 'fear': 0.061, 'surprise': 0.066, 'joy': 0.167, 'trust': 0.21999999999999997, 'anticipation': 0.46599999999999997}","['questions.', 'relevant', 'The']"
4165,26D,26D_202,A,Yeah.,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'joy': 0.171, 'trust': 0.8700000000000001}",['Yeah.']
4166,26D,26D_203,Q,The skills matrix when did that become pretty standard use of a skills matrix?,"{'sadness': 0, 'fear': 0.017, 'anger': 0.026, 'disgust': 0.047, 'joy': 0.153, 'anticipation': 0.171, 'surprise': 0.299, 'trust': 0.32799999999999996}","['matrix?', 'did', 'when', 'skills', 'skills']"
4167,26D,26D_204,A,I would think in the last 10 years but maybe a bit less.  But if you’re talking to any of the recruiters they would be able to tell you a bit more.  But I’m thinking five to ten years.,"{'sadness': 0, 'anger': 0, 'disgust': 0, 'surprise': 0.005, 'fear': 0.042, 'trust': 0.053000000000000005, 'joy': 0.086, 'anticipation': 0.855}","['maybe', 'would', 'would', 'if', 'any']"
4168,26D,26D_205,Q,I’ll try and find a precise number for that because I actually underestimated the importance of it.,"{'anger': 0, 'joy': 0.003, 'fear': 0.055, 'trust': 0.129, 'sadness': 0.153, 'surprise': 0.18, 'disgust': 0.232, 'anticipation': 0.29}","['underestimated', 'actually', 'precise', 'try', 'importance']"
4169,26D,26D_206,A,I think it’s really important.  I’m not quite sure how widely used it is.,"{'sadness': 0, 'anger': 0, 'disgust': 0.014, 'joy': 0.030000000000000002, 'fear': 0.053, 'trust': 0.29, 'anticipation': 0.326, 'surprise': 0.5904}","['important.', 'how', 'sure', 'not', 'really']"
4170,26D,26D_207,Q,It’s widely used.,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.012, 'joy': 0.154, 'trust': 0.8750000000000001}","['It’s', 'used.', 'widely']"
4171,26D,26D_208,A,It should be.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.023, 'anticipation': 0.136, 'joy': 0.224, 'trust': 0.657}","['should', 'be.', 'It']"
4172,26D,26D_209,Q,It’s widely used but it’s funny because you’re the one who has shown me the strategic value of it rather than as a – so thank you.  I’m conscious of the time.  Do you -?  From a regulatory perspective how do you feel about the way diversity on Australian boards is currently being promoted?,"{'anticipation': 0, 'fear': 0.004, 'sadness': 0.021, 'surprise': 0.122, 'disgust': 0.141, 'trust': 0.14400000000000002, 'anger': 0.149, 'joy': 0.459}","['funny', '-?', 'how', 'you’re', 'do']"
4173,26D,26D_21,A,Diversity’s important -,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.027, 'joy': 0.198, 'trust': 0.8170000000000001}","['Diversity’s', 'important', '-']"
4174,26D,26D_210,A,From a regulatory perspective?,"{'sadness': 0, 'anger': 0, 'disgust': 0.034, 'fear': 0.064, 'trust': 0.112, 'joy': 0.118, 'surprise': 0.27899999999999997, 'anticipation': 0.434}","['perspective?', 'From', 'a', 'regulatory']"
4175,26D,26D_211,Q,Softer gender targets and quota – and firmer as quotas to influence board diversity for example?,"{'sadness': 0.006, 'anger': 0.027, 'fear': 0.074, 'anticipation': 0.104, 'disgust': 0.137, 'surprise': 0.161, 'joy': 0.22, 'trust': 0.313}","['example?', 'gender', 'and', 'and', 'as']"
4176,26D,26D_212,A,Sorry I didn’t get that.,"{'joy': 0, 'fear': 0.012, 'anticipation': 0.028, 'trust': 0.03, 'anger': 0.038, 'surprise': 0.137, 'disgust': 0.244, 'sadness': 0.552}","['Sorry', 'didn’t', 'get', 'I', 'that.']"
4177,26D,26D_213,Q,Sorry.  The use of targets and quotas for example.,"{'joy': 0, 'anticipation': 0.015, 'fear': 0.025, 'trust': 0.04, 'surprise': 0.056, 'anger': 0.14, 'disgust': 0.32699999999999996, 'sadness': 0.437}","['Sorry.', 'use', 'quotas', 'of', 'for']"
4178,26D,26D_214,A,"Okay.  Look I think they’re good goals to have but as I said ultimately I think it’s important that the best people are put in those very responsible positions.  So they’re good goals but I don’t think that they’re – they necessarily should be hard targets.  And I know that there’s lots of schools of thought because I have these debates with my friends about well you need to have a target because if you don’t you’ll never get there.  But I do always worry that we can’t have that trade-off.  The roles are too important, we can’t have that trade-off that we have lesser quality people just purely to make up the numbers.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.005, 'anticipation': 0.069, 'joy': 0.077, 'trust': 0.889}","['Okay.', 'good', 'good', 'always', 'important,']"
4179,26D,26D_215,Q,"That’s really good.  Need to avoid creating that trade off which you talked about the conflict, creating a conflict between the roles – the tasks – the skills you need and what’s a good skills versus diversity.  If you create that with quotas for example then you’ve got a problem for the board.","{'sadness': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.019, 'anticipation': 0.02, 'anger': 0.034, 'joy': 0.088, 'trust': 0.881}","['That’s', 'you’ve', 'diversity.', 'skills', 'skills']"
4180,26D,26D_216,A,"Correct.  But it is making sure, I suppose, that that selection process that you’ve got people who are prepared to have an open mind about diversity without thinking they all have to come from this particular pot and then ensuring that the people that are put up do have good skills, and if they don’t then the organisation needs to invest in leadership programs so that they provide a pathway and in the future of people with appropriate skills.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.001, 'joy': 0.169, 'trust': 0.8700000000000001}","['appropriate', 'sure,', 'Correct.', 'skills.', 'ensuring']"
4181,26D,26D_217,Q,"Brilliant.  Excellent.  Do you think there’s a kind of diversity that’s important but really hard to measure, hard to monitor?","{'sadness': 0, 'anticipation': 0, 'fear': 0, 'anger': 0.011, 'disgust': 0.016, 'joy': 0.233, 'surprise': 0.306, 'trust': 0.474}","['Brilliant.', 'Excellent.', 'kind', 'monitor?', 'important']"
4182,26D,26D_218,A,Can you give me an example?,"{'sadness': 0, 'anger': 0, 'fear': 0.013, 'disgust': 0.037, 'joy': 0.077, 'trust': 0.185, 'surprise': 0.224, 'anticipation': 0.506}","['example?', 'Can', 'give', 'me', 'you']"
4183,26D,26D_219,Q,"Well I’m thinking of the sort of character stuff you talked about for example that comes up in interviews, the type of person which is the fit with the board.","{'sadness': 0, 'anger': 0.027, 'surprise': 0.05, 'fear': 0.06, 'disgust': 0.069, 'anticipation': 0.248, 'joy': 0.27, 'trust': 0.317}","['which', 'is', 'about', 'comes', 'thinking']"
4184,26D,26D_22,Q,Background.,"{'anger': 0.007, 'fear': 0.024, 'disgust': 0.025, 'surprise': 0.079, 'trust': 0.094, 'sadness': 0.099, 'anticipation': 0.317, 'joy': 0.39599999999999996}",['Background.']
4185,26D,26D_220,A,"Hard to measure: look I’m probably not the best person to answer that question.  I think that there is all sorts of tools that they use when they – those – they can do character assessments and personality profiling and all those sorts of things that they do nowadays.  So I think if they want to they can mission nearly everything, whether it works out is another thing.","{'sadness': 0, 'anger': 0, 'surprise': 0, 'disgust': 0.046, 'fear': 0.056, 'joy': 0.098, 'anticipation': 0.371, 'trust': 0.469}","['probably', 'if', 'whether', 'can', 'can']"
4186,26D,26D_221,Q,"Finally, the final question: looking 10 years into the future how would you like to see the diversity of Australian boards?","{'sadness': 0, 'anger': 0, 'disgust': 0.004, 'fear': 0.014, 'trust': 0.056, 'joy': 0.063, 'surprise': 0.301, 'anticipation': 0.6040000000000001}","['boards?', 'would', 'how', 'question:', 'future']"
4187,26D,26D_222,A,"I would love to think that we’re not even talking about diversity, that it just happens, that it’s just a given and that we don’t even have to be talking about targets or quotas or be surprised that we have diverse boards because it should be the norm.  That’s what I’d really like.","{'anger': 0, 'surprise': 0, 'sadness': 0.005, 'fear': 0.009, 'anticipation': 0.088, 'disgust': 0.133, 'trust': 0.505, 'joy': 0.5074000000000001}","['like.', 'That’s', 'I’d', 'it’s', 'just']"
4188,26D,26D_223,Q,We have no unconscious bias in that world.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.01, 'joy': 0.11599999999999999, 'disgust': 0.161, 'trust': 0.756}","['no', 'that', 'bias', 'unconscious', 'world.']"
4189,26D,26D_224,A,"Yeah, exactly.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.006, 'disgust': 0.024, 'joy': 0.17500000000000002, 'trust': 0.837}","['exactly.', 'Yeah,']"
4190,26D,26D_225,Q,"Thank you so much, that’s really good.  We are on the hour.","{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'disgust': 0, 'surprise': 0.255, 'joy': 0.289, 'trust': 0.7978000000000001}","['good.', 'Thank', 'much,', 'you', 'that’s']"
4191,26D,26D_226,A,Wonderful.,"{'sadness': 0, 'anticipation': 0, 'fear': 0, 'disgust': 0.002, 'anger': 0.007, 'trust': 0.328, 'joy': 0.35000000000000003, 'surprise': 0.354}",['Wonderful.']
4192,26D,26D_227,Q,We did it.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.003, 'anticipation': 0.014, 'joy': 0.274, 'trust': 0.75}","['it.', 'We', 'did']"
4193,26D,26D_23,A,"Yeah, it’s important because you get a – if you look at one of the boards it’s the membership based which is akin to the shareholders, but the membership base is very diverse and you need to have a board that reflects the membership otherwise it perhaps doesn’t understand or relate to its members.  So I think we certainly have, when they look at the skills matrix for that board I think that they look at all the different cohorts in the membership and try to ensure that they – that people have a connection to the various cohorts.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.049, 'joy': 0.183, 'trust': 0.808}","['understand', 'Yeah,', 'it’s', 'it’s', 'reflects']"
4194,26D,26D_24,Q,Right.  Are the members all of the same professional background?,"{'sadness': 0, 'anger': 0, 'fear': 0.024, 'disgust': 0.024, 'joy': 0.112, 'surprise': 0.203, 'anticipation': 0.225, 'trust': 0.452}","['background?', 'Are', 'Right.', 'same', 'of']"
4195,26D,26D_25,A,"They’re all accountants, yeah.","{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.007, 'joy': 0.129, 'trust': 0.906}","['yeah.', 'accountants,', 'They’re', 'all']"
4196,26D,26D_26,Q,So all the board members are they all accountants?,"{'sadness': 0, 'anger': 0, 'fear': 0.069, 'disgust': 0.1, 'trust': 0.12, 'joy': 0.149, 'anticipation': 0.254, 'surprise': 0.34800000000000003}","['accountants?', 'are', 'So', 'they', 'the']"
4197,26D,26D_27,A,No.  The bulk are.  But there are two independent non-member directors.  And again that’s just to ensure that we have a breadth of knowledge and are not totally inward focussing.,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.012, 'joy': 0.05499999999999999, 'trust': 0.974}","['ensure', 'that’s', 'knowledge', 'just', 'independent']"
4198,26D,26D_28,Q,Right.  Would one of those be a lawyer?,"{'sadness': 0, 'anger': 0, 'disgust': 0.008, 'fear': 0.039, 'joy': 0.09, 'surprise': 0.159, 'trust': 0.267, 'anticipation': 0.477}","['lawyer?', 'Would', 'be', 'those', 'of']"
4199,26D,26D_29,A,There are some not practicing lawyer but they would have a legal background.,"{'sadness': 0, 'anger': 0, 'joy': 0, 'disgust': 0, 'anticipation': 0.02, 'trust': 0.035, 'fear': 0.124, 'surprise': 0.251}","['but', 'some', 'would', 'background.', 'There']"
4200,26D,26D_3,A,I know.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.022, 'joy': 0.156, 'trust': 0.8610000000000001}","['know.', 'I']"
4201,26D,26D_30,Q,Legal background.  And the other background is that’s considered important?,"{'sadness': 0, 'anger': 0, 'disgust': 0.041, 'fear': 0.061, 'joy': 0.127, 'trust': 0.18, 'surprise': 0.307, 'anticipation': 0.325}","['important?', 'is', 'considered', 'And', 'other']"
4202,26D,26D_31,A,Financial services.,"{'fear': 0, 'sadness': 0.024, 'disgust': 0.025, 'surprise': 0.029, 'anger': 0.092, 'trust': 0.21299999999999997, 'joy': 0.22799999999999998, 'anticipation': 0.429}","['services.', 'Financial']"
4203,26D,26D_32,Q,And that’s – is that because it’s associated with the profession?,"{'anger': 0, 'sadness': 0.012, 'fear': 0.056, 'disgust': 0.07100000000000001, 'trust': 0.181, 'joy': 0.193, 'anticipation': 0.229, 'surprise': 0.3}","['profession?', 'is', 'because', 'that’s', 'And']"
4204,26D,26D_33,A,Yes.,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.007, 'joy': 0.098, 'trust': 0.935}",['Yes.']
4205,26D,26D_34,Q,So it’s like a customer?,"{'sadness': 0, 'anger': 0, 'disgust': 0.01, 'fear': 0.076, 'trust': 0.137, 'joy': 0.165, 'surprise': 0.273, 'anticipation': 0.381}","['customer?', 'So', 'like', 'it’s', 'a']"
4206,26D,26D_35,A,"Yeah, and also because it is adjunct to what some of our members do.  They are very active in that financial services area.","{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.019, 'joy': 0.132, 'trust': 0.89}","['Yeah,', 'also', 'very', 'do.', 'it']"
4207,26D,26D_36,Q,"Thank you, that’s good, that’s great, ta.  Now you mentioned – so let’s follow on from that – about when – first of all how long ago were you the first female on the organisation?","{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'disgust': 0, 'joy': 0.304, 'surprise': 0.34, 'trust': 0.39699999999999996}","['great,', 'good,', 'Thank', 'how', 'organisation?']"
4208,26D,26D_37,A,"That one, that would have been over 10 years ago.","{'anger': 0, 'sadness': 0.002, 'surprise': 0.007, 'fear': 0.025, 'trust': 0.028999999999999998, 'disgust': 0.094, 'joy': 0.35400000000000004, 'anticipation': 0.532}","['ago.', 'years', 'one,', 'that', 'That']"
4209,26D,26D_38,Q,"Over 10, oh good, so like 2008?","{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0.005, 'trust': 0.024, 'joy': 0.1, 'anticipation': 0.258, 'surprise': 1.1326}","['2008?', 'oh', 'so', 'like', '10,']"
4210,26D,26D_39,A,Could have been longer than that.  Might have been -,"{'sadness': 0, 'anger': 0, 'surprise': 0.006, 'disgust': 0.024, 'trust': 0.062, 'fear': 0.099, 'joy': 0.118, 'anticipation': 0.733}","['Might', 'Could', 'have', 'have', 'longer']"
4211,26D,26D_4,Q,"Okay, well, thank you very much, 26D, for agreeing to participate in the research.  We’re going to talk about diversity of Australian boards, and there’s been a lot of research in this area, but we’re looking specifically at Australian boards, and we’re going to the field, we’re going to people who sit on boards and institutions and organisations that influence people on boards, here in Australia, to gain an understanding of what it means and how it’s managed.  So that’s basically what we’re looking at.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.064, 'joy': 0.152, 'trust': 1.3392}","['that’s', 'we’re', 'we’re', 'we’re', 'we’re']"
4212,26D,26D_40,Q,Seven?,"{'anger': 0, 'trust': 0.019, 'sadness': 0.02, 'disgust': 0.026, 'surprise': 0.029, 'fear': 0.117, 'joy': 0.19, 'anticipation': 0.64}",['Seven?']
4213,26D,26D_41,A,"I’m just trying to think, probably mid 2000s I would have thought.","{'sadness': 0, 'anger': 0, 'disgust': 0, 'joy': 0.002, 'trust': 0.053, 'fear': 0.067, 'surprise': 0.228, 'anticipation': 0.6910000000000001}","['would', 'probably', 'trying', 'have', 'think,']"
4214,26D,26D_42,Q,Like 2005 roughly?,"{'anger': 0, 'sadness': 0.005, 'disgust': 0.03, 'trust': 0.057999999999999996, 'fear': 0.1, 'joy': 0.13, 'surprise': 0.251, 'anticipation': 0.46699999999999997}","['roughly?', 'Like', '2005']"
4215,26D,26D_43,A,Yeah.,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'joy': 0.171, 'trust': 0.8700000000000001}",['Yeah.']
4216,26D,26D_44,Q,"Five, first female.  Beautiful.  And the profession that it represents would that be 50% women in it?","{'sadness': 0, 'anticipation': 0, 'fear': 0, 'anger': 0.01, 'disgust': 0.018, 'joy': 0.272, 'surprise': 0.349, 'trust': 0.392}","['Beautiful.', 'it?', 'would', '50%', 'Five,']"
4217,26D,26D_45,A,No.  No.,"{'trust': 0, 'anticipation': 0.016, 'fear': 0.035, 'surprise': 0.039, 'anger': 0.044, 'joy': 0.091, 'sadness': 0.173, 'disgust': 0.6419999999999999}","['No.', 'No.', '']"
4218,26D,26D_46,Q,Less?  More?,"{'anger': 0.002, 'sadness': 0.036, 'surprise': 0.074, 'fear': 0.095, 'trust': 0.121, 'disgust': 0.181, 'joy': 0.245, 'anticipation': 0.28700000000000003}","['Less?', 'More?', '']"
4219,26D,26D_47,A,It’s heavily male dominated.,"{'surprise': 0, 'fear': 0.005, 'disgust': 0.019, 'anticipation': 0.033, 'sadness': 0.039, 'anger': 0.077, 'joy': 0.14100000000000001, 'trust': 0.727}","['dominated.', 'heavily', 'It’s', 'male']"
4220,26D,26D_48,Q,So to get an equal proportion of women on the board -,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.009, 'anticipation': 0.09999999999999999, 'joy': 0.33399999999999996, 'trust': 0.598}","['So', 'equal', 'women', 'to', 'proportion']"
4221,26D,26D_49,A,"Well, that is – the [Segay] 00:07:34 board’s got equal representation of women.  There’s that – the membership of CPA is almost 50/50, particularly with new members, it’s 50/50 gender.  [Arete’s] 00:07:51 membership was predominately male.  It just seems to be that a lot of – not a lot of women went into the insolvency field.  There’s a few more now but they still struggle for gender balance in that industry, in that profession.","{'surprise': 0.002, 'anger': 0.003, 'sadness': 0.014, 'fear': 0.027, 'anticipation': 0.094, 'disgust': 0.231, 'trust': 0.329, 'joy': 0.341}","['it’s', 'but', 'There’s', 'There’s', 'seems']"
4222,26D,26D_5,A,Sure.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.016, 'joy': 0.11, 'trust': 0.915}",['Sure.']
4223,26D,26D_50,Q,So do you think the board is leading that tendency or influence?  So if it was a more diverse board it would result in -?,"{'sadness': 0, 'anger': 0, 'disgust': 0.048, 'fear': 0.082, 'joy': 0.111, 'trust': 0.19899999999999998, 'surprise': 0.272, 'anticipation': 0.328}","['influence?', 'would', 'if', 'or', '-?']"
