,Unnamed: 0,doc_id,para_id,sentence_id,author,sentence,sadness,anger,anticipation,fear,surprise,disgust,joy,trust
10250,10250,26D,26D_76,26D_76_sent2,Q,"  So if you’ve got someone perceived to be too different, their point of view too different it can create tension",1,0,1,1,1,1,1,1
10251,10251,26D,26D_76,26D_76_sent3,Q,"  So you want to avoid group think, you want different ways of thinking but you also want to have a productive board",1,1,1,0,1,1,1,1
10252,10252,26D,26D_76,26D_76_sent4,Q,  So this is a recruitment challenge,0,1,1,0,1,1,1,1
10253,10253,26D,26D_77,26D_77_sent0,A,"It is, definitely",0,0,1,0,0,1,1,1
10254,10254,26D,26D_78,26D_78_sent0,Q,I’m just wondering how that’s managed?,0,0,1,1,1,0,1,0
10255,10255,26D,26D_79,26D_79_sent0,A,I think in the first instance it’s really important to get the skills matrix right so that you can be clear the skills that you are seeking and those skills and attributes can’t be oh well we need someone with a legal background full stop,0,0,1,0,0,0,1,1
10256,10256,26D,26D_79,26D_79_sent1,A,"  It has to be broader than that, hence the term “matrix”",1,1,1,0,1,1,1,1
10257,10257,26D,26D_79,26D_79_sent2,A,"  So you identify what you’re looking for and then part of the process also needs, as I said, to look at the personal attributes of the individual as to how they will fit in with the board, and whether they are someone who is strong enough character wise to be able to hold their position on important issues but not be belligerent",0,1,1,1,0,1,1,1
10258,10258,26D,26D_79,26D_79_sent3,A,  Because belligerent – someone that’s belligerent isn’t acting in the interest of the organisation,1,0,1,1,1,1,1,1
10259,10259,26D,26D_79,26D_79_sent4,A,  They – a director has a fiduciary duty to organisations to act in its best interests,0,0,1,0,0,0,1,1
10260,10260,26D,26D_79,26D_79_sent5,A,"  Always being belligerent, the one that never agrees with anything no matter how much sense it makes they’re not acting in the interest of the organisation",1,0,0,1,0,1,1,1
10261,10261,26D,26D_79,26D_79_sent6,A,  One would have to say they’re perhaps acting in self-interest and that’s not what a director should do,1,1,1,1,1,1,1,1
10262,10262,26D,26D_8,26D_8_sent0,Q,They’re non-listed companies?,0,0,1,1,1,1,1,1
10263,10263,26D,26D_80,26D_80_sent0,Q,Good,0,1,0,0,1,0,1,1
10264,10264,26D,26D_80,26D_80_sent1,Q,"  So how do you assess that, that person’s -?",0,1,1,1,1,1,1,1
10265,10265,26D,26D_81,26D_81_sent0,A,"It’s through the interview process, the screening I suppose, looking at – the applicants all probably look fabulous on paper but it’s getting behind the documentation, checking their references and the interview",0,1,1,0,1,1,1,1
10266,10266,26D,26D_81,26D_81_sent1,A,  The interview is critical,1,1,1,0,0,0,1,1
10267,10267,26D,26D_81,26D_81_sent2,A,"  And then the panel who interviews is also critical as to whether again if you have – you’ve got to make sure that you don’t have a panel that’s made up, that is really just looking for people like us",0,0,1,1,1,1,1,1
10268,10268,26D,26D_81,26D_81_sent3,A,"  So you’ve got to have diversity on your panel as well because – and that – I know of some organisations where they will have quite – they will have people from within the organisation on the panel but they’ll also have external people on the panel that have psychology skills, HR skills, those sorts of things that look at things from quite a different perspective from someone who just needs to know whether you’re technically proficient",0,0,1,1,0,1,1,1
10269,10269,26D,26D_82,26D_82_sent0,Q,"Okay so it’s not just a subset of the board, that interview, you go externally and you go within the organisation as well?",0,0,1,1,0,1,1,1
10270,10270,26D,26D_83,26D_83_sent0,A,Yes,0,0,0,0,0,1,1,1
10271,10271,26D,26D_84,26D_84_sent0,Q,"Okay, so then you get quite diverse views",0,0,1,0,0,0,1,1
10272,10272,26D,26D_84,26D_84_sent1,Q,  Good,0,1,0,0,1,0,1,1
10273,10273,26D,26D_84,26D_84_sent2,Q,  No-one’s explained that process or [inaudible] 00:22:04 process of course,1,0,1,1,1,1,1,1
10274,10274,26D,26D_84,26D_84_sent3,Q,  Subcommittees have been mentioned,1,0,1,0,1,1,1,1
10275,10275,26D,26D_84,26D_84_sent4,Q,"  Do you think that there’s any situation or context that might cause you to change the importance rating of 10 that you gave it like high risk, high uncertainty, just thinking about your -?",0,0,1,1,1,1,1,1
10276,10276,26D,26D_85,26D_85_sent0,A,"I’m firmly of the view that you have the best people in the role, so whilst I see diversity as really important there may be times where the best people are all female or all male or all from one particular cohort",0,1,0,0,0,1,1,1
10277,10277,26D,26D_85,26D_85_sent1,A,  So I don’t think that the pursuit of diversity should be – should mean that the people that are chosen are less than the best people for the role,1,1,1,1,1,1,1,1
10278,10278,26D,26D_86,26D_86_sent0,Q,"Okay, good",0,0,0,0,1,0,1,1
10279,10279,26D,26D_86,26D_86_sent1,Q,  Which puts a lot of onus on the recruitment process that it is open to diversity,0,1,0,0,0,1,1,1
10280,10280,26D,26D_87,26D_87_sent0,A,Yes,0,0,0,0,0,1,1,1
10281,10281,26D,26D_88,26D_88_sent0,Q,Because that’s feeding that,1,1,1,1,1,1,1,1
10282,10282,26D,26D_88,26D_88_sent1,Q, Good,0,1,0,0,1,0,1,1
10283,10283,26D,26D_88,26D_88_sent2,Q,  Otherwise it’s very easy to say well there’s – we just don’t have – the best people in the role happen to be all men in their 50s,1,1,1,0,0,1,1,1
10284,10284,26D,26D_88,26D_88_sent3,Q,"  So if your recruitment process, let’s say people select like for like in that the person section, not the skills matrix but the personal characteristics then you’ll find that",0,0,1,0,0,1,1,1
10285,10285,26D,26D_89,26D_89_sent0,A,"Yeah and you’ll have the – this is what we would really like, these skills is what we’d really like, this profile is what we’d really like and then you’d try and find the person with all of those or as close to – close – the person with the most amount of those attributes",0,0,1,0,0,0,1,1
10286,10286,26D,26D_89,26D_89_sent1,A,  But if at the end of the day your wish list is not able to be met well then you’ve got to start prioritising what are must haves and what are likes,0,0,1,0,1,0,1,1
10287,10287,26D,26D_9,26D_9_sent0,A,Correct,0,0,0,0,0,1,1,1
10288,10288,26D,26D_90,26D_90_sent0,Q,Yeah,0,0,0,0,0,0,1,1
10289,10289,26D,26D_90,26D_90_sent1,Q,  Nice to haves,0,1,0,0,1,0,1,1
10290,10290,26D,26D_91,26D_91_sent0,A,Nice to haves,0,1,0,0,1,0,1,1
10291,10291,26D,26D_92,26D_92_sent0,Q,So as the first woman on this board did you have a mentor?  Did someone encourage you to do this?,1,1,1,1,1,1,1,1
10292,10292,26D,26D_93,26D_93_sent0,A,I’ve had several mentors over my life,0,0,1,0,0,1,1,1
10293,10293,26D,26D_93,26D_93_sent1,A,  It was – did someone encourage me to do it?  I think it was – no it was an opportunity that came my way and I took it,0,0,1,1,1,1,1,1
10294,10294,26D,26D_93,26D_93_sent2,A,  So it wasn’t as if I had a plan that I could say well I planned and five years down the track I got there,0,0,1,0,0,0,1,1
10295,10295,26D,26D_93,26D_93_sent3,A,"  It was just a – I suppose it was a series of opportunities that arose when they all joined together, that’s where I ended up",0,1,1,1,1,0,1,1
10296,10296,26D,26D_93,26D_93_sent4,A,  But it was – and it was being prepared to take the opportunities when they arose,0,0,1,0,0,1,1,1
10297,10297,26D,26D_94,26D_94_sent0,Q,That’s right,0,0,1,0,0,1,1,1
10298,10298,26D,26D_94,26D_94_sent1,Q,"  So now you – then you became a champion so that as you said that I can see that other women will follow, but that initial start that was really like a hero",0,0,1,0,1,1,1,1
10299,10299,26D,26D_95,26D_95_sent0,A,It was – it was – and I didn’t feel like that at the time and I look back now and I think wow that was really amazing but at the time it was okay I should do this,0,0,0,0,1,0,1,1
10300,10300,26D,26D_95,26D_95_sent1,A,"  And I think the fact that we have been able to grow the number of females on that board is because people realised the benefits of having people like me on the board and that there is – it’s easy for people say you’re the token when you won, but I think that – I don’t think anybody would ever say that I was a token",1,0,1,0,1,1,1,1
10301,10301,26D,26D_95,26D_95_sent2,A,"  And certainly, the ladies that are on the board now are far from tokenistic",1,1,1,0,0,1,1,1
10302,10302,26D,26D_95,26D_95_sent3,A,"  They are strong, strong and worth their seat on the board",0,1,1,0,1,1,1,1
10303,10303,26D,26D_96,26D_96_sent0,Q,That’s a good story,0,1,0,0,1,0,1,1
10304,10304,26D,26D_96,26D_96_sent1,Q,  What does board diversity mean to you?  How do you understand it?,0,1,1,1,1,1,1,1
10305,10305,26D,26D_97,26D_97_sent0,A,"Obviously gender, but different – different walks of life, different – different backgrounds",0,0,1,1,1,1,1,1
10306,10306,26D,26D_97,26D_97_sent1,A,  So you can all have very similar qualifications but you all have travelled different pathways,0,0,1,0,0,1,1,1
10307,10307,26D,26D_97,26D_97_sent2,A,"  And I think that that’s important too because there are various jobs that a board has to attend to and different experiences and different backgrounds, different qualifications mean that those responsibilities can be covered from the board so that you’re not sitting there saying well we’ve got no-one that’s got audit and risk, it’s such an important part of the board but we don’t have got anyone who’s got risk skills or we don’t – nobody has ever read a legal contract and we’re entering into quite – quite detailed contracts but none of us know how to read legal contracts",1,0,1,1,1,1,1,1
10308,10308,26D,26D_97,26D_97_sent3,A,"  So you’ve got to – so it’s – diversity is not just in gender, it is in skills, it is experiences both professionally and even life experiences, different backgrounds, different cultures",0,0,1,1,0,1,1,1
10309,10309,26D,26D_98,26D_98_sent0,Q,Good,0,1,0,0,1,0,1,1
10310,10310,26D,26D_98,26D_98_sent1,Q,"  And what about in terms of – you mentioned knowledge also, inside and outside, so organisational knowledge because when you’re recruiting you have people from within the organisation then external and then on the board, so you have the different – and what’s another?  Problem solving, approaches to problem solving, you mentioned group think",0,1,1,1,1,1,1,1
10311,10311,26D,26D_98,26D_98_sent2,Q,"  So some people label ways, different ways of thinking as cognitive diversity and so it’s – but I found that few people use that term",1,0,1,1,1,1,1,1
10312,10312,26D,26D_98,26D_98_sent3,Q,  It must be just in the literate,0,0,1,1,0,0,1,1
10313,10313,26D,26D_98,26D_98_sent4,Q,"  Social networks that people have, is that important?",0,0,1,1,1,1,1,1
10314,10314,26D,26D_99,26D_99_sent0,A,"Yeah, because it often helps with stakeholder management",0,0,0,0,0,1,1,1
10315,10315,26D,26D_99,26D_99_sent1,A,  So I think it is,0,0,1,0,0,1,1,1
10316,10316,26D,26D_99,26D_99_sent2,A,"  Not so much as it needs to be a part of the club, totally against that, but vary it to have a network that you can draw on to at certain times it’s incredibly helpful",0,0,1,0,0,0,1,1
10317,10317,27D correcte,27D correcte_1,27D correcte_1_sent0,Q,"Oh, that's a good time, isn't it?",0,0,0,0,1,1,1,1
10318,10318,27D correcte,27D correcte_10,27D correcte_10_sent0,A,"Mm, it's very complicated, isn't it?",0,0,1,1,1,1,1,1
10319,10319,27D correcte,27D correcte_100,27D correcte_100_sent0,Q,And so feel safe,1,0,1,1,0,0,1,1
10320,10320,27D correcte,27D correcte_101,27D correcte_101_sent0,A,"So then having said that, I know a lot of the people that are around the table at two Health Boards and there's still not enough diversity of thought, and there's still not enough of what I would call inclusion",1,1,1,1,1,1,1,1
10321,10321,27D correcte,27D correcte_101,27D correcte_101_sent1,A,"  So having the new standard of including consumers, carers and community in partners with the board in driving the strategy forward",0,0,1,0,0,0,1,1
10322,10322,27D correcte,27D correcte_101,27D correcte_101_sent2,A,  A lot of that is still tick-boxing and that's because of the people that are still around the board,1,1,1,1,1,1,1,1
10323,10323,27D correcte,27D correcte_102,27D correcte_102_sent0,Q,What's the standard?  I don't know this,1,1,1,1,1,1,1,1
10324,10324,27D correcte,27D correcte_103,27D correcte_103_sent0,A,"So there's a new standard as far as the national health care standards, standard 2, where the organisation actually has to show that they are doing things to include, because they found that there are improved health care outcomes if consumers are involved in the decision making around their health",0,0,1,0,0,0,1,1
10325,10325,27D correcte,27D correcte_103,27D correcte_103_sent1,A,"  So a lot of the organisations, because they've been forced to fill the standard, are making a lot of changes, but it's still a lot of what I think is tick-boxing as opposed to real inclusion, and there's a big difference around feedback or input",0,0,1,1,1,1,1,1
10326,10326,27D correcte,27D correcte_103,27D correcte_103_sent2,A,  So if you want to be around the table when you're doing the input as opposed to feeding back after you've done all the work,0,0,1,1,1,1,1,1
10327,10327,27D correcte,27D correcte_104,27D correcte_104_sent0,A,So the problem with that is that you can't convince everybody that you can still manage consumers because how I'm treated as a consumer shows me that people are still tick-boxing,1,1,0,0,1,1,0,0
10328,10328,27D correcte,27D correcte_104,27D correcte_104_sent1,A," When we brought consumers to speak to us, the board members were worried about the consumers and how they were going to manage them",1,1,1,1,1,1,0,0
10329,10329,27D correcte,27D correcte_104,27D correcte_104_sent2,A," People seem to think consumers are people that have got too much time on their hands and have nothing to do and just want a feeling of self-importance, which is not necessarily true because I'm a consumer but I think that this is a way that I probably can make a difference if I can, then I find that the differences that I'm making are actually slow and may not necessarily be driving the change that I want because some of it is still tick-boxing",0,0,1,1,1,0,1,1
10330,10330,27D correcte,27D correcte_104,27D correcte_104_sent3,A,  You have feedback as opposed to input,1,1,1,0,1,1,1,1
10331,10331,27D correcte,27D correcte_105,27D correcte_105_sent0,Q,That's really nice,0,1,0,0,1,0,1,1
10332,10332,27D correcte,27D correcte_106,27D correcte_106_sent0,A,"So for me - like, I see it close the loop, if that makes sense, and I don't know that anybody else - like, a lot of other people that have got board positions wouldn't go and volunteer their time",0,0,1,1,1,1,1,1
10333,10333,27D correcte,27D correcte_106,27D correcte_106_sent1,A,  And this is where Safer Care Victoria are wonderful in that they are driving that it should be a standard and they are driving that organisations should be paying their consumers for their time,0,1,1,0,0,1,1,1
10334,10334,27D correcte,27D correcte_106,27D correcte_106_sent2,A,"  Having said that, there are other consumers that I work with that say they don't want to be paid by the organisation because then they are seen as being paid by the organisation",1,0,1,0,1,1,1,1
10335,10335,27D correcte,27D correcte_106,27D correcte_106_sent3,A,"  They should be paid by Safer Care Victoria as being consumers on organisations, because it still allows them that sense of independence",0,0,0,0,0,0,1,1
10336,10336,27D correcte,27D correcte_107,27D correcte_107_sent0,Q,"So Safer Care Victoria is where the standard comes from, is it?",1,0,1,1,1,1,1,1
10337,10337,27D correcte,27D correcte_108,27D correcte_108_sent0,A,Yeah,0,0,0,0,0,0,1,1
10338,10338,27D correcte,27D correcte_109,27D correcte_109_sent0,Q,Because it sounds like ACHS,1,1,1,1,1,1,1,1
10339,10339,27D correcte,27D correcte_11,27D correcte_11_sent0,Q,It is complicated,1,0,1,1,1,1,1,1
10340,10340,27D correcte,27D correcte_11,27D correcte_11_sent1,Q,"  Yeah, yeah",0,0,0,0,0,0,1,1
10341,10341,27D correcte,27D correcte_11,27D correcte_11_sent2,Q,"  Very good, very good",0,1,0,0,1,1,1,1
10342,10342,27D correcte,27D correcte_110,27D correcte_110_sent0,A,So Safer Care Victoria was set up as a result of the Duckett Review,0,0,1,0,0,1,1,1
10343,10343,27D correcte,27D correcte_111,27D correcte_111_sent0,Q,"Oh, okay",0,0,1,0,0,0,1,1
10344,10344,27D correcte,27D correcte_111,27D correcte_111_sent1,Q,  This is - yep,0,0,1,0,0,1,1,1
10345,10345,27D correcte,27D correcte_111,27D correcte_111_sent2,Q,  Duckett Review,1,1,1,1,1,1,1,1
10346,10346,27D correcte,27D correcte_111,27D correcte_111_sent3,Q,  I remember that happening,0,0,1,1,1,1,1,1
10347,10347,27D correcte,27D correcte_112,27D correcte_112_sent0,A,A couple of years ago now,0,0,1,1,1,1,1,1
10348,10348,27D correcte,27D correcte_113,27D correcte_113_sent0,Q,Yeah,0,0,0,0,0,0,1,1
10349,10349,27D correcte,27D correcte_113,27D correcte_113_sent1,Q,  A few more now,1,1,1,1,1,1,1,1
10350,10350,27D correcte,27D correcte_114,27D correcte_114_sent0,A,"Yeah, that's right",0,0,1,0,0,1,1,1
10351,10351,27D correcte,27D correcte_115,27D correcte_115_sent0,Q,"Yeah, it's quite a while ago, actually",0,0,1,0,0,1,1,1
10352,10352,27D correcte,27D correcte_116,27D correcte_116_sent0,A,That's right,0,0,1,0,0,1,1,1
10353,10353,27D correcte,27D correcte_117,27D correcte_117_sent0,Q,I haven't been working in the field for a while,1,0,1,1,1,1,1,1
10354,10354,27D correcte,27D correcte_118,27D correcte_118_sent0,A,Yes,0,0,0,0,0,1,1,1
10355,10355,27D correcte,27D correcte_118,27D correcte_118_sent1,A,"  I think, as a result of the Duckett Review, we got Safer Care Victoria, Better Care Victoria and other ones - working on things as well",0,0,1,0,0,0,1,1
10356,10356,27D correcte,27D correcte_118,27D correcte_118_sent2,A,  That's right,0,0,1,0,0,1,1,1
10357,10357,27D correcte,27D correcte_119,27D correcte_119_sent0,Q,I looked at private health,0,0,1,1,1,1,1,1
10358,10358,27D correcte,27D correcte_12,27D correcte_12_sent0,A,"We need someone to come up with all the answers, I think, but anyway",1,0,1,1,0,1,1,1
10359,10359,27D correcte,27D correcte_120,27D correcte_120_sent0,A,"And isn't it funny, because you - because I have two daughters that are studying medicine and one has been - well, actually, they both have done some of their rotations around public hospitals and around private hospitals and they say you can just see the difference",1,0,1,0,1,0,1,1
10360,10360,27D correcte,27D correcte_121,27D correcte_121_sent0,Q,It's completely different,1,0,1,0,1,1,1,1
10361,10361,27D correcte,27D correcte_121,27D correcte_121_sent1,Q,"  So culturally - I wanted to go back to your point about culture, because culturally they can be very different",0,0,1,1,1,1,1,1
10362,10362,27D correcte,27D correcte_122,27D correcte_122_sent0,A,"Yeah, absolutely they are",0,1,1,0,1,1,1,1
10363,10363,27D correcte,27D correcte_123,27D correcte_123_sent0,Q,And private can be very different,0,0,1,1,1,1,1,1
10364,10364,27D correcte,27D correcte_123,27D correcte_123_sent1,Q,"  But you mentioned culture earlier, like a misalignment of culture, so having someone - so diversity can put at risk that culture",1,0,1,1,1,1,1,1
10365,10365,27D correcte,27D correcte_123,27D correcte_123_sent2,Q,  Can you talk a little about that for me please?,1,0,1,1,1,1,1,1
10366,10366,27D correcte,27D correcte_124,27D correcte_124_sent0,A,"So, for example, if I talk about my experience at a community advisory committee for a health network, we have a bit of diversity at the table from the consumers",0,1,1,0,1,1,1,1
10367,10367,27D correcte,27D correcte_124,27D correcte_124_sent1,A,"  So we have a Spanish lady, we have a lady with a disability, we have me, we used to have an Aboriginal guy or a guy who represented the Aboriginal community and the problem with the Aboriginal community, is that culturally you have to be accepted as part of their community before you can truly represent them, so you can't just go to the community and say, ""We need someone",1,1,1,0,1,1,1,1
10368,10368,27D correcte,27D correcte_124,27D correcte_124_sent2,A,""" So it's really hard to get that diversity at the table",1,1,1,1,1,1,1,1
10369,10369,27D correcte,27D correcte_125,27D correcte_125_sent0,A,"Then when you do bring one person, is that person truly representative of that community or just their own experiences?  For example, we have one person at the table who, ""My neighbour this,"" and, ""My neighbour this,"" but it's the one neighbour that this person is bringing to the table",0,0,1,1,1,1,1,1
10370,10370,27D correcte,27D correcte_125,27D correcte_125_sent1,A,"  How else are they representing that community when you talk about diversity?  It's just one person who doesn't speak English but we don't have anybody that represents, for example, blind people or people hard of hearing or we don't have anybody that's young at the table",1,0,1,1,1,1,1,1
10371,10371,27D correcte,27D correcte_125,27D correcte_125_sent2,A,  They are all 40-plus,1,1,1,0,1,1,1,1
10372,10372,27D correcte,27D correcte_125,27D correcte_125_sent3,A,"  So how can you even talk about diversity and feeling the culture, because I'm sure the health network doesn't just see 40-plus people that speak English",1,1,1,1,1,1,1,1
10373,10373,27D correcte,27D correcte_126,27D correcte_126_sent0,Q,So how do you think diversity is understood then?  How do you understand diversity?,0,0,1,1,1,1,1,1
10374,10374,27D correcte,27D correcte_127,27D correcte_127_sent0,A,I think everybody understands,0,0,0,0,0,0,1,1
10375,10375,27D correcte,27D correcte_127,27D correcte_127_sent1,A,"  So, for example, at the moment the Department of Human Services has said to all the hospitals they have to have a disability action plan in before the 1st of July and they're all working really hard towards having that in",0,0,1,1,0,0,1,1
10376,10376,27D correcte,27D correcte_127,27D correcte_127_sent2,A,"  So when they've spoken about the disability action plan, they've spoken about diversity and they are talking about people with physical handicaps as well as mental handicaps as well as just being diverse in the LGBTI community, and that's around diversity as well, but when we talk about cultural diversity, I think it's more than just those what I call obvious things",1,0,1,1,1,1,1,1
10377,10377,27D correcte,27D correcte_127,27D correcte_127_sent3,A,  I think there are things that are nuances,0,0,1,0,0,1,1,1
10378,10378,27D correcte,27D correcte_127,27D correcte_127_sent4,A,"  So, for example - they call it the white elephant in the room, the cultural diversity, and so at CPA Australia, a couple of years ago at congress, I actually chaired one of the sessions, and I wish I could remember what the guy's name was, and he gave me a copy of his book and it was something as little as having a firm handshake in Australia is culturally acceptable but having a firm handshake in some Asian countries is actually seen as a sign of aggression",0,0,1,0,0,1,1,1
10379,10379,27D correcte,27D correcte_127,27D correcte_127_sent5,A,  So that's a cultural diversity that not everybody would understand,1,1,1,1,1,1,1,1
10380,10380,27D correcte,27D correcte_127,27D correcte_127_sent6,A,  So how do you include those kind of nuances around the table?  It's like how many people have trouble doing business in China because culturally they address things differently?,1,0,1,1,1,1,1,1
10381,10381,27D correcte,27D correcte_128,27D correcte_128_sent0,A,"I have a friend of mine who works for an IT company and she's trying to do business in the Middle East, and she says the way that they do business there, you actually almost - you have to share a meal, you have to go out together, you have to almost become a social friend before you can do business, because that's the way they learn to trust you around the business table",0,0,1,0,1,1,1,1
10382,10382,27D correcte,27D correcte_128,27D correcte_128_sent1,A,"  So you can stay years and not be paid and stay years and put tenders to them but, if they don't trust you, it just won't move forward anyway",1,1,1,1,1,1,1,1
10383,10383,27D correcte,27D correcte_129,27D correcte_129_sent0,Q,And you have to pay for the meals?,1,1,1,1,1,1,1,1
10384,10384,27D correcte,27D correcte_13,27D correcte_13_sent0,Q,Yeah,0,0,0,0,0,0,1,1
10385,10385,27D correcte,27D correcte_13,27D correcte_13_sent1,Q,  Are you going to have space in aged care?  Is that a big space for you?,1,0,1,1,1,1,1,1
10386,10386,27D correcte,27D correcte_130,27D correcte_130_sent0,A,"No, no, no, they're very generous of spirit",0,1,0,0,1,1,1,1
10387,10387,27D correcte,27D correcte_130,27D correcte_130_sent1,A,  They're very hospitable,0,1,0,0,1,1,1,1
10388,10388,27D correcte,27D correcte_130,27D correcte_130_sent2,A,"  They're very hospitable, but you have to get yourself there",0,1,1,0,1,1,1,1
10389,10389,27D correcte,27D correcte_131,27D correcte_131_sent0,Q,"And there's a sort of power issue, because how comfortable do you feel if someone's always buying you meals and then you're putting in a tender?  It's sort of -",1,1,1,1,1,1,1,1
10390,10390,27D correcte,27D correcte_132,27D correcte_132_sent0,A,That's right,0,0,1,0,0,1,1,1
10391,10391,27D correcte,27D correcte_132,27D correcte_132_sent1,A,  Are you indirectly being bribed?,1,1,1,1,1,1,1,1
10392,10392,27D correcte,27D correcte_133,27D correcte_133_sent0,Q,"Yeah, yeah",0,0,0,0,0,0,1,1
10393,10393,27D correcte,27D correcte_133,27D correcte_133_sent1,Q,"  What if it's a car next time?  Interesting, isn't it?  Okay",1,0,1,0,0,1,1,1
10394,10394,27D correcte,27D correcte_133,27D correcte_133_sent2,Q,"  So when we come back to boards, so then that's cultural diversity",0,0,1,1,1,1,1,1
10395,10395,27D correcte,27D correcte_133,27D correcte_133_sent3,Q,  It's complex,0,1,1,0,1,0,1,1
10396,10396,27D correcte,27D correcte_134,27D correcte_134_sent0,A,"It's very complex, but then how do you - and then should you just - because then you need to look at your demographics and really have diversity of your demographics at the board table",0,0,1,1,1,1,1,1
10397,10397,27D correcte,27D correcte_134,27D correcte_134_sent1,A,"  So it would be no good for me, for example, being in - and just as an example - being in Toorak and thinking that I shouldn't have any white middle-aged men on board",1,1,0,1,1,1,1,0
10398,10398,27D correcte,27D correcte_134,27D correcte_134_sent2,A,"  Or somebody was saying around the election that in the City of Kooyong you will always have people voting for the Greens because that's where all the doctors' wives live, and they're all the ones that are do-gooders and think about the environment, so you will always have a Green vote there",0,0,1,0,0,1,1,1
10399,10399,27D correcte,27D correcte_135,27D correcte_135_sent0,A,"So, I mean, you know, it would be stupid to put a - what do you call it - a young Muslim boy in Kew, for example",1,1,0,0,1,1,0,1
10400,10400,27D correcte,27D correcte_135,27D correcte_135_sent1,A,  And that's just using a -,1,0,1,0,1,1,1,1
10401,10401,27D correcte,27D correcte_136,27D correcte_136_sent0,Q,"An extreme example, and that's if it's a service industry -",0,0,1,1,0,1,1,1
10402,10402,27D correcte,27D correcte_137,27D correcte_137_sent0,A,That's right,0,0,1,0,0,1,1,1
10403,10403,27D correcte,27D correcte_138,27D correcte_138_sent0,Q,- that's got a targeted community,0,0,1,0,0,0,1,1
10404,10404,27D correcte,27D correcte_139,27D correcte_139_sent0,A,"That's right, that's right",0,0,1,0,0,1,1,1
10405,10405,27D correcte,27D correcte_14,27D correcte_14_sent0,A,"Well, we're thinking about it, only because a lot of the aged care is lumped in with the NDIS",1,0,1,0,1,1,1,1
10406,10406,27D correcte,27D correcte_140,27D correcte_140_sent0,Q,"But if it was a - you know, one of [unclear] 00:30:26",0,0,1,1,1,1,1,1
10407,10407,27D correcte,27D correcte_141,27D correcte_141_sent0,A,BHP,1,1,1,1,0,1,1,1
10408,10408,27D correcte,27D correcte_142,27D correcte_142_sent0,Q,"Yeah, BHP, how do you get the demographics then?  And they're a worldwide country",0,1,1,1,1,1,1,1
10409,10409,27D correcte,27D correcte_142,27D correcte_142_sent1,Q,  What do you do?  Is it relevant?,0,0,1,1,1,1,1,1
10410,10410,27D correcte,27D correcte_143,27D correcte_143_sent0,A,"You have to get someone from - yeah, that's right",0,0,1,0,0,0,1,1
10411,10411,27D correcte,27D correcte_144,27D correcte_144_sent0,Q,"Is it relevant, the demographics then?  The demographic diversity?  Is that relevant?",0,0,1,1,1,1,1,1
10412,10412,27D correcte,27D correcte_145,27D correcte_145_sent0,A,"Well, you know, if they were going to, for example - like Exxon Valdez, when they had that whole oil problem, then it would have been very important to have somebody from that area on that board",0,0,1,1,1,1,1,1
10413,10413,27D correcte,27D correcte_145,27D correcte_145_sent1,A,  So then do they then just have a working group or do they have someone on the board for that time?,0,0,1,1,1,1,1,1
10414,10414,27D correcte,27D correcte_146,27D correcte_146_sent0,Q,"Well, you can't pre-empt all disasters, I guess",0,0,1,1,1,1,1,1
10415,10415,27D correcte,27D correcte_147,27D correcte_147_sent0,A,"No, that's right",0,1,1,0,0,1,1,1
10416,10416,27D correcte,27D correcte_147,27D correcte_147_sent1,A,"  But if they had someone on the board, they would have said, ""Oh, look, you know, what are you doing there?  This is people's land",1,1,1,1,1,1,1,1
10417,10417,27D correcte,27D correcte_147,27D correcte_147_sent2,A,"""  You know, there would have been - even when, for example -",0,0,1,1,1,1,1,1
10418,10418,27D correcte,27D correcte_148,27D correcte_148_sent0,Q,[unclear] 00:31:11,0,0,1,1,1,1,1,1
10419,10419,27D correcte,27D correcte_149,27D correcte_149_sent0,A,[unclear] 00:31:11,0,0,1,1,1,1,1,1
10420,10420,27D correcte,27D correcte_149,27D correcte_149_sent1,A,"  So even if you have a look at what's happening in Geelong around the people that are all getting cancer and they're saying, ""Okay, there's something in the land there",1,0,1,1,1,1,1,1
10421,10421,27D correcte,27D correcte_149,27D correcte_149_sent2,A,"""  So I'm really pleased to see that people's voices have been heard and that there is an investigation going on, but it really took too many people to die and speak up for it to happen, because it sounds like it's been there for more than 20 years",0,0,1,0,0,0,1,1
10422,10422,27D correcte,27D correcte_15,27D correcte_15_sent0,Q,So you do NDIS?,1,0,1,1,1,1,1,1
10423,10423,27D correcte,27D correcte_150,27D correcte_150_sent0,Q,"And death is a pretty extreme indicator, isn't it?",1,0,1,1,1,0,1,0
10424,10424,27D correcte,27D correcte_151,27D correcte_151_sent0,A,Look at what happened at Djerriwarrh,1,0,1,1,1,1,1,1
10425,10425,27D correcte,27D correcte_151,27D correcte_151_sent1,A,"  I mean, you know, they had to have how many babies for them to see - and I'm thinking, 'Okay, well did nobody ever do a check on this guy?  What's going on?'  Like, the basic processes are falling through",1,0,1,1,1,1,1,1
10426,10426,27D correcte,27D correcte_151,27D correcte_151_sent2,A,"  So then you look at okay, even if you had diversity",0,0,0,0,0,0,1,1
10427,10427,27D correcte,27D correcte_152,27D correcte_152_sent0,Q,"So there was a bullying culture underpinning - like, this is the story of safety and quality and health care and the bullying culture",1,1,1,1,0,1,0,1
